osmid,unique_id,element_type,amenity,compressed_air,name,opening_hours,geometry_polygon,check_date,denomination,religion,access,capacity,fee,parking,toilets:disposal,wheelchair,barrier,bus,note,public_transport,cuisine,internet_access,addr:city,addr:housenumber,addr:street,phone,smoking,stars,wikidata,description,addr:district,addr:full,addr:province,addr:subdistrict,ele,isced:level,ref,source,brand,brand:wikidata,brand:wikipedia,drive_through,name:ja,operator,outdoor_seating,takeaway,contact:facebook,name:es,name:fr,addr:postcode,email,name:en,alt_name,level,website,indoor_seating,internet_access:fee,fax,url,studio,internet_access:ssid,fuel:octane_80,fuel:octane_91,atm,cash_in,addr:country,contact:phone,contact:website,social_facility,addr:housename,addr:block,addr:neighbourhood,addr:plot,fuel:diesel,currency:PEN,currency:USD,shop,automated,self_service,fuel:lpg,fuel:octane_84,fuel:octane_90,fuel:octane_94,name:ko,highway,cuisine:en,cuisine:es,diet:vegan,diet:vegetarian,name:de,contact:email,building:levels,delivery,backrest,short_name,bar,charge,addr:state,opening_hours:covid19,name:he,name:zh,air_conditioning,payment:cash,payment:credit_cards,man_made,name:nl,organic,old_name,ref:category,ref:microred,ref:red,contact:twitter,start_date,diet:gluten_free,diet:chicken,diet:fish,diet:healthy,diet:meat,diet:organic,diet:rice,diet:seafood,payment:american_express,payment:apple_pay,payment:coins,payment:contactless,payment:debit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,payment:visa_debit,toilets,tourism,description:en,material,seats,building,fixme,changing_table,supervised,toilets:access,toilets:paper_supplied,unisex,healthcare,female,male,toilets:position,check_date:opening_hours,post_box:type,cafe,int_name,internet_access:type,phone:PE,operator:type,bicycle_parking,school,dispensing,colour,operator:wikidata,addr:suburb,recycling:plastic_bottles,brewery,microbrewery,location,recycling_type,real_fire,street_vendor,highchair,parking:fee,social_facility:for,opening_hours:signed,object:city,object:street,covered,nodes,wikipedia,ele:source,height,emergency,nohousenumber,maxstay,government,office,shelter_type,place,roof:colour,healthcare:speciality,official_name,official_name:en,official_name:es,historic,roof:shape,smoothness,surface,layer,contact:pinterest,contact:youtube,full_name,orientation,ways,type,isPoint,geometry,gtransporte_osmid,gtransporte_dist
472445251,way/472445251,way,marketplace,,,,"POLYGON ((-71.9731096 -13.5306265, -71.97319899999999 -13.5306702, -71.97334770000001 -13.5307665, -71.9733739 -13.5308062, -71.97314660000001 -13.5315204, -71.9722909 -13.5311722, -71.97245770000001 -13.5307392, -71.9730832 -13.5306861, -71.9731096 -13.5306265))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4580464678, 4666539047, 4666539048, 4666539049, 4666539050, 4580464675, 4580464676, 4580464677, 4580464678]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97286908564566 -13.53103693427848),30985368,0.0005442998722274857
485237667,way/485237667,way,marketplace,,Centro Comercial América,,"POLYGON ((-71.96086099999999 -13.5230649, -71.9611882 -13.522956, -71.9612995 -13.5232722, -71.96097229999999 -13.5233811, -71.96086099999999 -13.5230649))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4780173837, 4780173836, 4780173838, 4780173839, 4780173837]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.96108025000001 -13.52316855),30984120,0.0002908507950838546
529886625,way/529886625,way,fuel,,Petroperú,,"POLYGON ((-71.8198416 -13.5755092, -71.8194895 -13.5756832, -71.8195578 -13.5759332, -71.8199461 -13.5757619, -71.8198416 -13.5755092))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5146759503, 5146759502, 5146759501, 5146759500, 5146759503]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.81971141265724 -13.57572262889354),4429131412,0.0003227305200352281
530179415,way/530179415,way,community_centre,,Centro de textiles tradicionales del Cusco,,"POLYGON ((-71.97567340000001 -13.5213994, -71.97552760000001 -13.5212782, -71.9754485 -13.5213681, -71.9755943 -13.5214894, -71.97567340000001 -13.5213994))",,,,,,,,,,,,,,,,Cusco,603,Avenida el Sol,,,,,,,,,,,,,,,,,,,,,,,Centro de textiles tradicionales del Cusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5148952026, 5148952023, 5148952024, 5148952025, 5148952026]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97556095550556 -13.52138378409956),803941820,0.0010165691288542742
530992714,way/530992714,way,fuel,yes,PetroPerú,,"POLYGON ((-71.99629090000001 -13.5072467, -71.996262 -13.5072467, -71.996262 -13.5073432, -71.99629090000001 -13.5073432, -71.99629090000001 -13.5072467))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5154981072, 5154981071, 5154981070, 5154981069, 5154981072]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.99627645000001 -13.50729495),30971543,0.0002377435698415227
531509215,way/531509215,way,police,,Comisaría PNP Cusco,,"POLYGON ((-71.98149170000001 -13.5145293, -71.98131909999999 -13.5147281, -71.98098109999999 -13.5144588, -71.9811289 -13.5143039, -71.9811634 -13.5143349, -71.9812068 -13.5142841, -71.98149170000001 -13.5145293))",,,,,,,,,,,,,,,,Cusco,510,Calle Saphi,+51 84 249659,,,,Region Policial Cusco,,,,,,,,,,,,,,Policía Nacional del Perú,,,,,,08002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6320215,,,,,,,,,,,,,,,,"[5159446174, 5159446175, 5159446176, 5159446177, 5159446178, 5159446179, 5159446174]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.98124137239546 -13.51449744586792),30983854,0.0006510357006155691
546452413,way/546452413,way,hospital,,SISOL Salud Cusco,Mo-Sa 08:00-20:00,"POLYGON ((-71.9033929 -13.532511, -71.90339040000001 -13.5325121, -71.9034808 -13.5327189, -71.9036486 -13.5326496, -71.903569 -13.5324676, -71.90352710000001 -13.5324849, -71.9034779 -13.5323724, -71.9033546 -13.5324233, -71.9033929 -13.532511))",,,,,,,,,,,,,,,,Cusco,,Avenida 6 Los Quisuares,+51 84 276 494,,,,,,"Urb. Larapa Grande C1-7B, Distrito de San Jerónimo",,,,,,,,,,,,Municipalidad Metropolitana de Lima,,,,,,,,,,,http://www.sisol.gob.pe/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,Hospital de la Solidaridad Cusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7468310438, 5280892802, 5280892799, 5280892800, 5280892801, 7468310437, 7364582441, 7364582442, 7468310438]",,,,yes,,,,,,,,general,,,,,,,,,,,,,,,False,POINT (-71.9034985015263 -13.53254974538547),438566223,0.0006308763971910042
550764420,way/550764420,way,police,,VII Macro Región Policial Cusco,,"POLYGON ((-71.965475 -13.5229176, -71.9656581 -13.5234014, -71.9660944 -13.5232282, -71.9659308 -13.522754, -71.965475 -13.5229176))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policía Nacional del Perú,,,,,,,7macrepolcusco.ceopol@policia.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VII MACREPOL Cusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6320215,,,,,,,,,,,,,,,,"[5319471327, 5319471328, 5391717412, 5319475399, 5319471327]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.96578796033644 -13.52307447546092),5319471329,0.000678804811002133
551183310,way/551183310,way,marketplace,,Mercado de Huancaro,,"POLYGON ((-71.98039369999999 -13.5364443, -71.98022829999999 -13.5364181, -71.9800745 -13.5369939, -71.98020529999999 -13.5370799, -71.98039369999999 -13.5373043, -71.9804937 -13.537252, -71.9804322 -13.5370351, -71.9803976 -13.5368219, -71.98039369999999 -13.5364443))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5323154253, 5323154254, 5323154255, 5323154256, 5323154257, 5323154258, 5323154259, 5323154260, 5323154253]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.98029130090409 -13.53685804698349),30965255,0.0003129764895328751
552652361,way/552652361,way,townhall,,salon Comunal Chocco,,"POLYGON ((-71.9789813 -13.5544283, -71.978667 -13.5543295, -71.9786948 -13.5540869, -71.979046 -13.5542247, -71.9789813 -13.5544283))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5335451231, 5335451232, 5335451233, 5335451234, 5335451231]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97884476430693 -13.55426394395946),4435313753,0.006047039522576513
552652362,way/552652362,way,school,,Escuela Comunidad Chocco,,"POLYGON ((-71.97913370000001 -13.5548915, -71.97893790000001 -13.5545786, -71.97860799999999 -13.5543831, -71.9784578 -13.554443, -71.9784417 -13.5545004, -71.9786563 -13.5546516, -71.97875550000001 -13.5548107, -71.97883059999999 -13.5550402, -71.97913370000001 -13.5548915))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5335451235, 5335451236, 5335451237, 5335451238, 5335451239, 5335451240, 5335451241, 5335451242, 5335451235]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97880857293343 -13.55469503895196),4435313753,0.006479311758937077
554501325,way/554501325,way,place_of_worship,,Templo de la Sagrada Familia,,"POLYGON ((-71.9781399 -13.5161999, -71.9782349 -13.5160655, -71.9779058 -13.5158332, -71.977812 -13.5159502, -71.9781399 -13.5161999))",2023-08-01,,christian,,,,,,,,,,,,,,,,,,,Q42827777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5351102398, 5351102399, 5351102400, 5351102401, 5351102398]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97802553363452 -13.51601432714131),30983949,0.0019984101938573863
554501326,way/554501326,way,place_of_worship,,Iglesia de El Triunfo,,"POLYGON ((-71.9775695 -13.5166316, -71.97747750000001 -13.5165679, -71.97745980000001 -13.5165903, -71.9772669 -13.5164853, -71.9774421 -13.5162496, -71.9777235 -13.5164388, -71.9775695 -13.5166316))",2023-08-01,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5351102402, 5351102403, 5351102404, 5351102405, 5351102406, 5351102407, 5351102402]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97749517491673 -13.51644808992264),30983949,0.0013470467507508666
584928768,way/584928768,way,townhall,,Municipalidad del Cusco,,"POLYGON ((-71.9783975 -13.5181678, -71.9782888 -13.5182876, -71.978065 -13.518095, -71.9779893 -13.5181812, -71.97787529999999 -13.5180865, -71.9780004 -13.5179441, -71.9780844 -13.5180138, -71.9781102 -13.5179845, -71.9783975 -13.5181678))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipalidad del Cusco,,,,Municipality of Cusco,,,https://www.cusco.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5590587530, 5590587531, 5590587532, 5590587533, 5590587534, 5590587535, 5590587536, 5590587537, 5590587530]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97813459005367 -13.51810860541756),30983434,0.00044290536188815746
584928769,way/584928769,way,bank,,BCP Cusco,,"POLYGON ((-71.9782811 -13.5183143, -71.978162 -13.5184467, -71.97784040000001 -13.5181734, -71.97788679999999 -13.5181218, -71.97802679999999 -13.5182408, -71.9780612 -13.5182025, -71.9780945 -13.5182309, -71.9781328 -13.5181883, -71.9782811 -13.5183143))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[966357126, 5590587539, 5590587540, 5590587541, 5590587542, 5590587543, 5590587544, 5590587545, 966357126]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97808464435191 -13.51828517834739),30983434,0.00027041204559974467
584928771,way/584928771,way,parking,,,,"POLYGON ((-71.9781042 -13.5184382, -71.97802179999999 -13.5185323, -71.9777474 -13.5183053, -71.97782979999999 -13.5182112, -71.9781042 -13.5184382))",,,,customers,20,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5590587552, 5590587553, 5590587554, 5590587555, 5590587552]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97792579999999 -13.51837175),30983434,0.0002731712878449726
584934213,way/584934213,way,pub,,Paddy's Irish Pub,Mo-Su 15:00-23:00,"POLYGON ((-71.9776552 -13.5167503, -71.9776375 -13.5167896, -71.9775301 -13.5167438, -71.97752010000001 -13.5167659, -71.9774274 -13.5167264, -71.9774551 -13.516665, -71.9776552 -13.5167503))",,,,,,,,,,,,,,burger;mexican;peruvian,,,124,Calle Triunfo,+51 84 225361,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,http://www.paddysirishbarcusco.com/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,"[4353295299, 5590644439, 5590644440, 5590644441, 5590644442, 5590644443, 4353295299]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97753232410248 -13.51672890816264),30983949,0.0013294936290027645
584936253,way/584936253,way,cafe,,Jack's Cafe,,"POLYGON ((-71.97574880000001 -13.5155581, -71.9756785 -13.5156598, -71.975572 -13.5155901, -71.9756423 -13.5154884, -71.97574880000001 -13.5155581))",,,,,,,,,limited,,,,,burger;american;sandwich;breakfast;coffee_shop,,,,Corner Choquechaka & Cuesta San Blas,+51 84 254606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[965502048, 5590657454, 5590657455, 5590657456, 965502048]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97566040000001 -13.5155741),5310407103,0.0008458925522850981
584939532,way/584939532,way,bar,,Km 0,,"POLYGON ((-71.97425079999999 -13.5145836, -71.97418209999999 -13.5146627, -71.97415119999999 -13.5146373, -71.97421989999999 -13.5145583, -71.97425079999999 -13.5145836))",,,,,,,,,,,,,,tapas;local;burger;thai,,,100,Tandapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1428454144, 5590685246, 5590685247, 5590685248, 1428454144]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.97420099250176 -13.51461048737605),5310407103,0.002021907804546221
584984481,way/584984481,way,marketplace,,,,"POLYGON ((-71.9832835 -13.5224013, -71.9831832 -13.5224644, -71.98329769999999 -13.5226364, -71.983046 -13.5227947, -71.9829534 -13.5226554, -71.9829002 -13.5225755, -71.9827727 -13.5221691, -71.98302390000001 -13.5220111, -71.9832835 -13.5224013))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5591108670, 5591108671, 5591108672, 5591108673, 5591108682, 5591108674, 5591108675, 5591108676, 5591108670]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.98303476370828 -13.52239881265556),1010404190,0.00048584390695022354
584987433,way/584987433,way,place_of_worship,,,,"POLYGON ((-71.9836384 -13.5256379, -71.9836822 -13.5257473, -71.9833038 -13.5258905, -71.98326 -13.5257811, -71.9836384 -13.5256379))",,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5591134849, 5591134850, 5591134851, 5591134852, 5591134849]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.9834711 -13.5257642),30985630,0.0003108208648065098
584988924,way/584988924,way,bank,,BCP,,"POLYGON ((-71.97478390000001 -13.515064, -71.9748463 -13.5151185, -71.9747708 -13.5151938, -71.97470420000001 -13.5151437, -71.97478390000001 -13.515064))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCP,Q4854124,es:Banco de Crédito del Perú,,,BCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5591143652, 5591143653, 5591143654, 5591143655, 5591143652]",,,,,,,,,,,,,Banco de Crédito del Perú,Credit Bank of Peru,Banco de Crédito del Perú,,,,,,,,,,,,False,POINT (-71.9747760126032 -13.51512974636922),5310407103,0.0012945003112523324
590792096,way/590792096,way,parking,,,,"POLYGON ((-71.9016273 -13.5247616, -71.90126069999999 -13.5249689, -71.9011215 -13.5246728, -71.9014696 -13.5245342, -71.9016273 -13.5247616))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5639746722, 5639746723, 5639746724, 5639746725, 5639746722]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.90136600245656 -13.52473970833955),2510721594,0.0036221707538769154
591587216,way/591587216,way,restaurant,,,,"POLYGON ((-71.89947840000001 -13.5278901, -71.8994009 -13.5279245, -71.89945299999999 -13.5280355, -71.8995305 -13.5280011, -71.89947840000001 -13.5278901))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5647649154, 5647649155, 5647649156, 5647649157, 5647649154]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.89946570000001 -13.5279628),2510721594,0.00032531924321210824
604567551,way/604567551,way,parking,,,,"POLYGON ((-71.890975 -13.5452442, -71.89112 -13.5457478, -71.89070820000001 -13.5458538, -71.89052409999999 -13.5454065, -71.890975 -13.5452442))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5736170949, 5736170950, 5736170951, 5736170952, 5736170949]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.89083315643215 -13.54555727970626),588514681,0.0005489638967507347
604567739,way/604567739,way,parking,,,,"POLYGON ((-71.91467350000001 -13.5333559, -71.91469669999999 -13.5334083, -71.9146617 -13.5335214, -71.9143871 -13.5334451, -71.91443959999999 -13.5332986, -71.91467350000001 -13.5333559))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5736172471, 7256368426, 5736172472, 7247131145, 5736172474, 5736172471]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.91454799273984 -13.53340874992014),3153700477,0.0014748825079183628
616345331,way/616345331,way,restaurant,,Jaya's Food,,"POLYGON ((-71.8808772 -13.5452393, -71.88090080000001 -13.5453388, -71.8807922 -13.5453631, -71.8807805 -13.5453137, -71.88075069999999 -13.5453204, -71.8807388 -13.5452703, -71.8808772 -13.5452393))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5827504075, 5827504076, 5827504077, 7497734157, 7497734156, 5827504078, 5827504075]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.88082559397306 -13.54530008768816),5599321763,0.00021560735248201624
616347716,way/616347716,way,parking,,,,"POLYGON ((-71.8580693 -13.5537432, -71.85814980000001 -13.5539284, -71.85811339999999 -13.5539403, -71.8580894 -13.5539496, -71.85802049999999 -13.5537632, -71.8580693 -13.5537432))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5827522369, 5827522370, 5827522371, 6493445469, 6493445470, 5827522369]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.85808343642313 -13.5538488443936),4429072314,0.0003469807711294269
635819929,way/635819929,way,school,,Colegio San José La Salle - Cusco,,"POLYGON ((-71.9450662 -13.5527832, -71.94533010000001 -13.5555494, -71.9454107 -13.5561111, -71.9454149 -13.5565849, -71.9455329 -13.557096, -71.9446531 -13.5573359, -71.94455120000001 -13.5573567, -71.9443098 -13.557461, -71.9443474 -13.5575601, -71.9444922 -13.5578104, -71.94452440000001 -13.5578886, -71.94458880000001 -13.5581129, -71.9444654 -13.5581494, -71.9442884 -13.5581494, -71.9442669 -13.558019, -71.9443366 -13.5579825, -71.94436349999999 -13.5578939, -71.94431520000001 -13.5578156, -71.9441382 -13.5576748, -71.94400400000001 -13.557654, -71.9439129 -13.5576748, -71.9437734 -13.5575601, -71.94369829999999 -13.5574297, -71.943591 -13.5570386, -71.94340320000001 -13.5566788, -71.9436446 -13.5565849, -71.943355 -13.5558183, -71.9433281 -13.5556462, -71.9433442 -13.5555263, -71.9434408 -13.555375, -71.94348909999999 -13.5552864, -71.9435052 -13.5550882, -71.9434622 -13.5549683, -71.9433871 -13.554817, -71.9434193 -13.5547232, -71.9432638 -13.554113, -71.9438753 -13.5534298, -71.9442294 -13.5528588, -71.9449106 -13.552804, -71.9450662 -13.5527832))",,catholic,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5996728254, 5996728338, 5996728337, 5996728255, 5996728256, 5996728257, 5996728258, 5996728259, 5996728260, 5996728261, 5996728262, 5996728263, 5996728264, 5996728265, 5996728266, 5996728267, 5996728268, 5996728269, 5996728270, 5996728271, 5996728272, 5996728273, 5996728274, 5996728275, 5996728276, 5996728277, 5996728278, 5996728279, 5996728280, 5996728281, 5996728282, 5996728283, 5996728284, 5996728285, 5996728286, 5996728287, 5996728288, 5996728289, 5996728290, 5996728254]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-71.94439289616324 -13.5553278028877),2357196309,0.009960321602693771
